<<<<<<< HEAD
,2300
,2000
,2200
,2500
lyne,2500
,8200
,14600
,600
,100
,700
,0
,0
,0
=======
zavjh,1300
zacg,34000
>>>>>>> 432099105cf5b12fdc93a0fbf22e6f887657f349
,23100
,28200
,29400
,16900
,100
,0
,78000
zavh,78000
,48000
,86900
peak,86900
,500
,900
,1400
,300
